,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,distance,priceByArea,hasPlan,has360,hasVideo,description,hasLift,parkingSpace_included_in_listing,municipality,floor,floor_grouped,municipality_grouped
152,24,600.0,flat,90.0,True,3,1,25182,6.666666666666667,False,False,False,"Hermoso piso de 90m². La vivienda cuenta con 3 habitaciones, salón con acceso a una terraza de 5m² acristalada, cocina equipada y amueblada, área comedor, 1 baño, armarios en los dormitorios y calefacción individual a gas natural. El piso se entrega amueblado. Gastos de comunidad incluidos en la renta.  Finca con ascensor. Estación de Renfe mas cercana ""Valdemoro"" Animales a consultar.",True,False,Valdemoro,unknown,nan,Other
153,17,650.0,studio,45.0,True,0,1,5656,14.444444444444445,False,False,False,"Espectacular loft de 45m2 totalmente reformado, muy luminoso, exterior que consta de cocina americana totalmente amueblada con electrodomésticos ( frigorífico, lavadora, microondas, campana de extracción, vitro- cerámica, ), aire acondicionado bomba calor y frío, cuarto de baño completo con plato de ducha, armario- despensa-trastero amplio muy útil, puerta brindada, ventanas de climalit, persianas eléctricas. Su ubicación es algo inmejorable ya que se encuentra rodeado de colegios, zonas verdes, comercios, restaurantes, farmacia, parques. A escasos metros de la vivienda se encuentra todo tipo de transporte público tanto metro con varias líneas diferentes como variedad de líneas de autobús  No pierda la oportunidad en visitarlo.",True,False,Madrid,0.0,0.0,Madrid
154,20,750.0,flat,38.0,False,1,1,470,19.73684210526316,False,False,True,"[ESP] Disponible en: 02/09/2022.  Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".  [ENG] Available from: 02/09/2022.  Book online by clicking on ""additional link"" under the map.  ************* [ESP] ¿CÓMO FUNCIONA ROOMLESS? Roomless es una plataforma online de alquileres de media-larga duración que nace como garantía para el inquilino: comprobamos todos los pisos y las fotos son recientes y fiables para que puedas reservar online con tranquilidad para evitar que alguien lo haga antes que tú.  Para reservar en línea, siga el enlace que aparece al final de la página (debajo del mapa) y haga clic en ""alquilar ahora. Para reservar una visita, siga el enlace situado en la parte inferior de la página (debajo del mapa) y haga clic en ""reservar una visita. Si necesita ayuda, póngase en contacto con nosotros y le ayudaremos. [ENG] HOW DOES ROOMLESS WORK? Roomless is an online platform for medium-long term rentals that was created as a guarantee for the tenant: we check all the apartments and the photos are recent and reliable so you can book online with peace of mind to avoid someone else doing it before you. To book online, follow the link at the end of the page (under the map) and click on ""rent now"". To book a visit, follow the link at the end of the page (under the map) and click on ""book a visit"". If you need help, contact us and we will help you. ************* Fantástico apartamento de 35m2, amueblado, planta baja exterior disponible para cortas o largas estancias. En zona residencial cerca de supermercados, dentistas, farmacias, bares e incluso un centro de yoga, todo te será de gran ayuda, rodeado de zonas verdes a 7 minutos andando del metro y con líneas de autobuses Este apartamento cuenta con una habitación con cama de matrimonio y armario doble. Salón con sofa y television. Cocina americana totalmente equipado con microondas, vitro cerámica de dos fogones y lavadora. Baño completo con ducha. El Apartamento se encuentra en el distrito Moncloa-Aravaca de Madrid, a 3 km del Paseo de la Castellana, a 7 km de la Puerta del Sol y a 5 km de la Gran Vía se encuentra a 5 km del apartamento Moncloa - Aravaca es una opción genial para los viajeros interesados en visitar el centro histórico,  los monumentos y los parques. Los gastos no están incluidos en el precio del alquiler Requiere un mes de fianza, uno de alquiler y un mes más IVA de comisión de agencia. Costes de apertura del contrato/Contract opening fees:  Un mes de alquiler, un mes de fianza y un mes de costos de agencia + IVA Costes de cierre del contrato/Contract closure fees:  80 €.",True,False,Madrid,0.0,0.0,Madrid
156,21,730.0,flat,50.0,True,1,1,16410,14.6,False,False,False,"Piso de obra seminueva de 50m2, dispone de 1 dormitorio, salón comedor, cocina amueblada y equipada con tendedero, 1 baño completo, armarios empotrados, calefacción individual de gas natural. El inmueble es exterior y se entrega semi-amueblado. Finca con ascensor, jardines, piscina y portería. Gastos de comunidad y plaza de garaje incluidos en el precio. Cercano a todo tipo de comercios y servicios. No se admiten animales.",True,True,Rivas-Vaciamadrid,unknown,nan,Other
159,0,735.0,studio,30.0,True,0,1,11188,24.5,False,True,False,"TODOS LOS GASTOS INCLUIDOS. Despreocúpese de contratar luz, agua, gas, A/C, etc. QUEDA ¡TODO INCLUIDO! Con todo lo necesario para entrar a vivir Estudio con cocina equipada y completamente amueblado. Para entrar a vivir!  Varios estudios disponibles. Edificio de lujo con portal de 1.000 m2 que alberga una exposición de coches de lujo permanente. Está completamente amueblado.  Plaza parking INCLUIDA en el precio.  Edificio con portero 24 horas con recogida de paquetes. Edificio con gimnasio.  Directo propiedad sin comisión de agencia.  Metro a 5 minutos andando, directo a Plaza de Castilla, Plaza de España, Gran Vía.  Acceso en coche a 5 minutos de plaza castilla. Parada de autobús a 5 minutos directo a Plaza de Castilla.  Mercadona a 2 minutos andando. Carrefour grande a 5 minutos en coche.  Campos de golf y padel a 3 minutos en coche. Centro comercial Moraleja Green con cines, zara, h&m, tony romans, pizza jardín, y mucho más, a 2 minutos en coche. Estancia mínima 3 meses.  ¡Venga a verlo sin compromiso! Atendemos llamadas las 24h del día, los 7 días de la semana Realizamos visitas los 7 días de la semana Podemos realizar visitas virtuales por Videollamada o WhatsApp.",True,True,Madrid,2.0,2.0,Madrid
160,29,610.0,flat,72.0,False,1,1,19544,8.472222222222221,True,True,True,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Excelente piso de aproximadamente 47 m², se encuentra en el municipio de Pinto, provincia de Madrid. La vivienda se distribuye en: un dormitorio, un cuarto de baño, cocina equipada y luminoso salón comedor. Dispone de plaza de garaje. Se encuentra en la planta baja de un edificio de tres alturas sobre rasante y dos plantas sótano, el cual dispone de ascensor. La cocina cuenta con muebles altos y bajos, dispone de horno, placa vitrocerámica y campana extractora. Dispone de armario empotrado en el dormitorio y baño completo con bañera. Dispone de suelos de cerámica en toda la vivienda, cerramientos de aluminio, pintura lisa, termo para agua caliente y calefacción individual por energía eléctrica. Vivienda en perfecto estado de conservación orientada a las zonas comunes del edificio. Edificio con año de construcción aproximado 2007 situado en una zona consolidada con todo tipo de servicios y comercios a su alrededor. Colegios y grandes zonas verdes. Comunicaciones completas con el resto de la provincia por carreteras y autopistas, servicios de ferrocarriles (cercanías a tan sólo 5 minutos) autobuses interurbanos. Buenas comunicaciones con el resto de la ciudad, con paradas próximas de autobuses urbanos interurbanos. *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",True,True,Pinto,0.0,0.0,Other
163,16,725.0,flat,50.0,True,1,1,23787,14.5,True,False,False,"*DISPONIBILIDAD A PARTIR DEL 4 DE OCTUBRE * Tailor&Key presenta esta vivienda de alquiler de Recién Reformada de un dormitorio independiente y un baño en urbanización tranquila y bien comunicada. Cuenta con un dormitorio, un baño completo con plato de ducha, salón comedor y cocina integrada con electrodomésticos de máxima eficiencia energética marca BALAY. La cocina está equipada con vitrocerámica, horno, microondas, lavadora-secadora, lavavajillas y nevera. Todos los electrodomésticos están integrados en muebles con frente blanco brillo de gran limpieza y luminosidad rematados con una encimera blanca de silestone con fregadero bajo-encimera. La vivienda cuenta con una excepcional capacidad de almacenaje con armarios empotrados de suelo a techo vestidos con acabado interior lino cancún. Se entrega sin amueblar y en la reforma se han utilizado acabados de máxima calidad: Tarima de color madera natural AC5, pintura lisa, carpintería interior lacada en blanco y puerta de acceso acorazada. La carpintería exterior es oscilobatiente con rotura de puente térmico y vidrio bajo emisivo para optimizar el consumo energético y el comportamiento acústico. El sistema de climatización es de frío-calor y la instalación cuenta con la posibilidad de instalar radiadores eléctricos. En el cuarto de baño se han instalado un toallero eléctrico. El sistema de agua caliente se ha resuelto a través de un termo eléctrico de última generación integrado en el falso techo. Toda la iluminación es de focos LED y se ha dotado de retroiluminación indirecta LED tanto en el salón como en el dormitorio. Los gastos de IBI y comunidad de propietarios están incluidos en el precio. La vivienda se encuentra en una de las mejores zonas de Villanueva del Pardillo, a un paso de los colegios Valmont y Antavilla, Mercadona y la parada de autobús. La zona está perfectamente comunicada con los principales centros comerciales y de ocio de la zona Noroeste como Herón City, Centro Oeste y Európolis. También está muy próximo a las Universidades Francisco X El Sabio y SEK. Posibilidad de Alquilar plaza de garaje por 25€.",False,False,Villanueva del Pardillo,0.5,0.5,Other
164,22,750.0,flat,48.0,True,1,1,5085,15.625,True,False,True,"Fantástico piso en Carabanchel. Alquila tu piso sin complicaciones con Housfy. Se alquila piso en Carabanchel, Madrid, una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo. Este piso fue construido en el año 1947 en Vista Alegre. Detalles del inmueble: - Sensacional piso de 48 m2. (Los metros cuadrados están verificados con la Dirección General de Catastro) - En este piso encontraremos 1 habitación y 1 baño. - Coqueto comedor que te proporcionará el relax diario, creando un precioso y único espacio. - Con una funcional cocina en buen estado y equipada con todo lo necesario. - Posibilidad de incluir los muebles. - Disfruta de la opción de armario empotrado. - Aire acondicionado y calefacción para todas las estaciones del año. - Exterior. - Puerta blindada. - Dos meses de fianza más honorarios de agencia. Respecto a la ubicación, está localizado en Madrid. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda alquilar la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.",False,False,Madrid,1.0,1.0,Madrid
165,24,750.0,flat,70.0,True,3,1,29660,10.714285714285714,True,False,True,"Encantador piso luminoso en Alcalá de Henares Alquila tu piso sin complicaciones con Housfy. Se alquila piso en Alcalá de Henares, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. El fantástico piso fue construido en el año 1960.  Detalles del inmueble: - El genial piso está formado por 70 m2. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Contamos con todas las comodidades posibles de 3 habitaciones y 1 baño, perfecto para una familia. - Coqueto salón que te proporcionará el relax diario, siendo además, un espacio agradable estupendo para visitas de amigos y familiares. - Con una apropiada cocina en buen estado, equipado con todo lo necesario para el día a día.  - Una puerta blindada para garantizar su seguridad en todo momento. - Aire acondicionado y calefacción para todas las estaciones del año. - Disfruta de la opción de armario empotrado. - Terraza. - Exterior. - Dos meses de fianza más honorarios de agencia. Sobre la localización, está localizado en Alcalá de Henares (Madrid) Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda alquilar la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.",False,False,Alcalá de Henares,2.0,2.0,Other
166,16,750.0,flat,49.0,True,1,1,8465,15.306122448979592,True,False,True,"Que la vivienda este para entrar… te va a encantar! Que tenga las terminaciones que tiene toda la vivienda … te va a encantar! Que su distribución sea tan funcional y abierta … te va a encantar! Que tenga además de calefacción, aire acondicionado … te va a encantar! Que las luminarias sean todas de leds para que pagues menos factura de electricidad… te va a encantar! Que tengas los electrodomésticos todos nuevos … te va a encantar! Que se encuentre en una séptima planta … te va a encantar! Que tenga la terraza que tiene… te va a encantar! Que tenga las vistas abiertas que tiene … te va a encantar! Que la vivienda guarde la intimidad visual ya que no tiene ninguna edificación enfrente… te va a encantar! Que tengas la boca del metro de la línea 4 a tan solo 350m … te va a encantar! Y además cuando el que te la va a enseñar es Guillermo (call him now) … también te va a encantar! Take it!",True,False,Madrid,7.0,4,Madrid
